file_name,label,x_min,x_max,y_min,y_max
train/0020.jpg,Plastic bag,254.3,626.1,276.6,591.5
train/0021.jpg,Plastic bag,547.8,1006.0,0.0,480.2
train/0021.jpg,Plastic bag,256.8,558.5,0.0,227.2
train/0021.jpg,Plastic bag,581.3,761.9,194.7,577.7
train/0021.jpg,Plastic bag,439.6,594.0,130.4,325.8
train/0021.jpg,Plastic bag,290.8,480.8,158.1,372.4
train/0021.jpg,Plastic bag,290.3,513.8,213.3,584.8
train/0021.jpg,Plastic bag,476.2,602.2,266.2,514.4
train/0021.jpg,Plastic bag,492.4,685.4,507.9,742.2
train/0021.jpg,Plastic bag,283.2,503.1,497.4,851.5999999999999
train/0021.jpg,Plastic bag,295.4,370.09999999999997,119.2,238.10000000000002
train/0022.jpg,Metal,458.5,634.9,7.4,282.4
train/0022.jpg,Metal,59.3,880.0999999999999,631.9,924.7
train/0023.jpg,General trash,233.7,945.0999999999999,341.0,822.9
train/0024.jpg,General trash,381.3,786.3,311.6,746.9000000000001
train/0025.jpg,General trash,280.0,709.0,276.6,610.8
train/0026.jpg,Clothing,153.4,426.9,219.1,989.1
train/0026.jpg,Clothing,406.3,680.8,284.1,998.3000000000001
train/0027.jpg,General trash,816.8,1023.8,96.2,798.5
train/0027.jpg,General trash,272.3,1003.5,375.5,722.3
train/0027.jpg,Plastic,331.2,604.0,418.9,812.7
train/0028.jpg,General trash,516.1,584.4,631.2,693.5
train/0028.jpg,Paper pack,483.0,695.3,248.2,633.9
train/0028.jpg,Plastic,328.6,455.3,244.1,382.29999999999995
train/0028.jpg,General trash,175.7,613.5,672.5,756.1
train/0029.jpg,Glass,130.0,652.2,586.8,957.5999999999999
train/0029.jpg,General trash,399.6,448.0,222.5,329.5
train/0029.jpg,Glass,171.7,548.9,309.8,571.2
train/0029.jpg,General trash,0.0,553.7,3.7,477.4
train/0029.jpg,General trash,427.3,690.7,6.4,312.2
train/0030.jpg,General trash,125.0,885.9,219.9,701.9
train/0031.jpg,General trash,389.3,854.1,0.0,554.0
train/0031.jpg,Metal,359.6,717.7,445.3,772.7
train/0031.jpg,General trash,748.7,880.3000000000001,159.5,336.3
train/0032.jpg,Styrofoam,762.6,811.0,398.5,519.9
train/0032.jpg,General trash,781.2,803.9000000000001,471.4,517.4
train/0032.jpg,Plastic bag,332.9,971.5,145.8,403.6
train/0032.jpg,Metal,441.6,492.40000000000003,186.9,224.0
train/0032.jpg,Metal,95.8,151.0,262.3,283.6
train/0032.jpg,Plastic bag,158.1,229.89999999999998,470.6,604.4000000000001
train/0032.jpg,Plastic bag,149.7,800.2,658.0,887.8
train/0032.jpg,Plastic bag,750.1,812.4,735.0,763.2
train/0032.jpg,Plastic,753.4,892.2,551.9,759.4
train/0032.jpg,General trash,819.8,864.5,640.8,669.8
train/0032.jpg,General trash,838.1,880.8000000000001,616.1,640.7
train/0032.jpg,General trash,866.2,934.6,594.0,672.7
train/0032.jpg,Plastic bag,207.2,888.5,509.0,884.4
train/0032.jpg,Plastic bag,118.5,902.8,220.7,827.9000000000001
train/0033.jpg,Clothing,301.0,503.8,199.1,698.0
train/0033.jpg,Clothing,431.7,657.9,212.2,703.4
train/0034.jpg,Plastic bag,214.0,797.8,168.6,780.7
train/0035.jpg,Paper pack,369.8,716.7,399.7,809.8
train/0036.jpg,Paper,135.1,231.1,820.5,901.8
train/0036.jpg,Plastic bag,469.6,593.3000000000001,804.2,892.9000000000001
train/0036.jpg,Plastic bag,816.0,966.3,806.3,861.1999999999999
train/0037.jpg,General trash,282.1,826.9,313.7,724.0999999999999
train/0038.jpg,Plastic,146.3,186.3,246.6,295.9
train/0038.jpg,Plastic bag,170.7,412.79999999999995,158.7,299.9
train/0038.jpg,Plastic bag,352.8,625.1,187.7,381.0
train/0038.jpg,Plastic bag,114.5,425.7,259.0,461.2
train/0038.jpg,Paper,423.6,475.40000000000003,213.8,252.9
train/0038.jpg,Plastic bag,442.2,629.1,150.1,242.3
train/0038.jpg,Plastic,340.7,408.4,283.4,319.7
train/0038.jpg,Plastic,397.9,460.5,179.8,253.5
train/0038.jpg,Plastic bag,138.8,412.1,334.2,587.4
train/0038.jpg,Plastic bag,88.4,377.6,440.4,629.4
train/0038.jpg,Plastic bag,386.0,778.5,298.7,719.3
train/0038.jpg,Plastic bag,497.4,909.2,532.8,973.9
train/0038.jpg,Plastic bag,534.7,629.2,197.6,242.8
train/0038.jpg,Plastic,265.1,311.20000000000005,269.7,304.2
train/0039.jpg,Paper pack,258.9,571.0,454.9,649.4
train/0040.jpg,General trash,360.6,632.9000000000001,334.2,726.3
train/0041.jpg,General trash,464.3,1023.7,0.0,191.5
train/0041.jpg,Plastic bag,489.3,593.9,0.0,134.6
train/0041.jpg,General trash,370.8,679.3,462.5,653.7
train/0041.jpg,Styrofoam,0.0,306.8,0.0,278.9
train/0042.jpg,Plastic,770.3,799.3,421.9,459.5
train/0042.jpg,Paper pack,913.8,953.9,774.8,814.8
train/0042.jpg,Plastic bag,740.6,812.2,451.7,524.2
train/0042.jpg,General trash,750.7,791.6,479.8,499.1
train/0042.jpg,Plastic bag,705.0,971.7,490.7,761.9
train/0042.jpg,Styrofoam,580.8,710.3,410.1,539.8
train/0042.jpg,Plastic,32.8,92.0,629.5,692.8
train/0042.jpg,Plastic bag,331.7,436.6,285.8,462.6
train/0042.jpg,Plastic bag,509.2,607.2,305.8,444.6
train/0042.jpg,Paper,328.6,428.20000000000005,878.4,979.6
train/0042.jpg,Plastic bag,401.5,550.6,311.2,538.4
train/0042.jpg,Plastic bag,407.4,595.8,427.7,624.1
train/0042.jpg,Plastic bag,72.1,177.5,464.9,729.7
train/0042.jpg,Plastic bag,496.5,601.1,576.7,719.3000000000001
train/0042.jpg,Plastic bag,114.8,333.0,278.3,513.3
train/0042.jpg,Plastic bag,160.0,262.3,641.0,774.4
train/0042.jpg,Plastic bag,132.6,410.70000000000005,421.9,698.5999999999999
train/0042.jpg,Plastic bag,227.3,315.9,603.1,866.9000000000001
train/0042.jpg,Plastic bag,311.6,564.0,575.3,889.9
train/0042.jpg,Plastic bag,482.8,715.7,571.6,910.2
train/0042.jpg,Plastic bag,679.9,960.0,724.0,919.0
train/0042.jpg,General trash,397.0,428.2,541.1,580.4
train/0043.jpg,General trash,114.8,758.9,311.5,756.5
train/0043.jpg,Plastic bag,842.4,1023.7,0.0,135.1
train/0043.jpg,General trash,250.7,864.3,0.0,217.1
train/0044.jpg,Paper pack,416.5,820.1,458.4,750.7
train/0044.jpg,Metal,355.6,537.1,762.2,925.0
train/0044.jpg,Plastic bag,14.2,212.29999999999998,597.8,967.3
train/0045.jpg,General trash,16.9,111.4,674.0,717.7
train/0045.jpg,Paper,139.9,312.9,500.8,640.5
train/0045.jpg,Paper,388.7,520.4,379.9,500.29999999999995
train/0045.jpg,Paper,603.8,966.8,463.7,754.7
train/0045.jpg,Paper,296.0,608.6,469.6,748.7
train/0045.jpg,Paper,302.7,598.7,569.4,785.0
train/0045.jpg,Paper,125.6,463.5,605.5,957.8
train/0045.jpg,Paper,207.6,337.0,745.1,862.4
train/0045.jpg,Plastic,194.0,297.3,749.0,839.4
train/0045.jpg,Paper,608.2,891.3000000000001,503.6,642.0
train/0045.jpg,Paper,730.8,908.5999999999999,587.7,619.2
train/0045.jpg,Paper,677.6,712.8000000000001,587.9,661.6
train/0045.jpg,Plastic,666.1,751.4,522.2,600.4000000000001
train/0045.jpg,Plastic bag,385.4,689.0999999999999,38.6,164.8
train/0045.jpg,Paper,202.8,579.7,113.0,405.1
train/0045.jpg,Paper,510.0,986.4,166.9,520.4
train/0045.jpg,Styrofoam,549.6,911.3,136.9,300.70000000000005
train/0045.jpg,Styrofoam,560.4,946.8,171.4,328.6
train/0045.jpg,General trash,182.2,228.89999999999998,738.8,775.5999999999999
train/0046.jpg,Plastic bag,325.8,837.0,180.1,797.8000000000001
train/0046.jpg,General trash,159.5,442.2,0.0,584.5
train/0047.jpg,General trash,411.1,642.0,343.1,719.5
train/0048.jpg,General trash,209.9,632.5,308.6,747.7
train/0049.jpg,General trash,547.2,875.7,285.7,647.9
train/0049.jpg,General trash,95.5,384.7,597.3,775.0999999999999
train/0050.jpg,Plastic,262.1,637.6,267.7,907.4000000000001
train/0051.jpg,Plastic bag,414.7,717.7,592.3,1012.9
train/0051.jpg,Styrofoam,565.1,905.4000000000001,453.4,887.2
train/0051.jpg,Styrofoam,641.5,1023.7,456.5,875.4
train/0051.jpg,Paper,37.1,453.90000000000003,294.9,537.4
train/0051.jpg,General trash,249.9,351.2,441.6,519.1
train/0051.jpg,General trash,35.3,91.9,445.3,501.90000000000003
train/0051.jpg,Paper,41.1,431.20000000000005,306.8,461.6
train/0051.jpg,Paper,110.2,171.9,274.3,322.0
train/0051.jpg,Paper,156.2,179.29999999999998,222.5,260.1
train/0051.jpg,Paper,64.5,196.8,147.3,214.3
train/0051.jpg,Paper,170.7,415.79999999999995,184.2,366.7
train/0051.jpg,Paper,125.7,396.7,126.6,210.6
train/0051.jpg,Paper,138.4,398.0,78.6,183.6
train/0052.jpg,Plastic,397.9,666.0999999999999,242.3,865.0
train/0053.jpg,Plastic bag,447.3,563.8,357.6,488.40000000000003
train/0053.jpg,Plastic bag,383.7,626.8,196.1,360.2
train/0053.jpg,Plastic bag,195.4,708.1,263.6,850.8000000000001
train/0053.jpg,Plastic bag,176.1,377.2,268.2,372.6
train/0054.jpg,Plastic bag,657.5,836.8,291.9,609.5
train/0054.jpg,Plastic bag,496.8,668.5,264.1,571.9000000000001
train/0054.jpg,Paper,100.8,532.8,384.7,836.8
train/0054.jpg,Paper,267.7,465.79999999999995,571.3,664.4
train/0054.jpg,Paper,208.8,438.6,606.8,671.8
train/0054.jpg,Paper,194.8,660.8,420.6,625.1
train/0054.jpg,Plastic bag,517.6,641.3000000000001,228.9,331.2
train/0054.jpg,General trash,468.3,609.3,244.1,289.1
train/0055.jpg,Plastic bag,891.9,1023.7,27.8,340.40000000000003
train/0055.jpg,Paper,338.8,443.20000000000005,853.3,1002.3
train/0055.jpg,Paper,184.9,376.1,807.3,930.9
train/0055.jpg,Plastic bag,259.0,382.7,836.4,898.6999999999999
train/0055.jpg,General trash,389.8,547.5,851.6,1023.6
train/0055.jpg,General trash,530.8,551.9,877.7,908.9000000000001
train/0055.jpg,General trash,687.0,1023.8,160.2,891.5999999999999
train/0055.jpg,General trash,0.0,559.2,402.3,880.1
train/0055.jpg,General trash,33.5,471.3,693.5,867.9
train/0055.jpg,General trash,535.4,748.0,720.9,1023.5999999999999
train/0055.jpg,General trash,552.6,789.6,641.0,736.8
train/0055.jpg,General trash,446.7,636.7,633.2,853.0
train/0055.jpg,General trash,230.9,534.1,383.3,792.0
train/0055.jpg,General trash,271.7,446.4,37.9,265.8
train/0055.jpg,General trash,262.6,918.9,203.5,667.1
train/0055.jpg,General trash,395.4,811.4,214.7,447.7
train/0056.jpg,General trash,301.2,938.7,138.8,564.5
train/0056.jpg,Paper,14.0,244.6,315.6,614.3
train/0056.jpg,Plastic,251.4,364.9,442.6,517.8000000000001
train/0056.jpg,General trash,325.1,360.70000000000005,468.0,510.0
train/0056.jpg,Plastic,930.3,1023.8,218.1,309.2
train/0056.jpg,Paper pack,591.5,809.7,346.1,614.0
train/0056.jpg,Plastic,506.9,674.5,391.4,668.0999999999999
train/0056.jpg,Paper,631.4,798.5,368.1,473.1
train/0056.jpg,Paper,591.2,780.2,347.8,619.4000000000001
train/0056.jpg,Plastic,540.4,614.6,691.8,834.6999999999999
train/0057.jpg,Paper,249.2,714.5,34.5,340.3
train/0057.jpg,General trash,308.5,977.6,442.4,908.4
train/0058.jpg,General trash,300.2,823.4000000000001,125.0,781.6
train/0059.jpg,Metal,283.4,758.3,428.4,721.5999999999999
train/0060.jpg,Plastic,354.9,652.2,488.1,767.0
train/0061.jpg,Metal,265.4,800.5,332.9,802.5999999999999
train/0062.jpg,Plastic bag,308.8,799.1,164.3,500.3
train/0062.jpg,Plastic bag,94.5,455.1,337.8,612.1
train/0062.jpg,Paper,406.3,897.0,426.2,741.0999999999999
train/0062.jpg,Plastic bag,0.0,226.9,404.8,927.2
train/0062.jpg,Paper,61.6,589.5,538.9,922.0999999999999
train/0062.jpg,Plastic,752.4,892.9,440.9,541.6999999999999
train/0062.jpg,Paper,609.2,871.0,426.9,547.3
train/0062.jpg,Paper,488.6,670.4000000000001,379.2,519.4
train/0062.jpg,Plastic,609.2,740.9000000000001,337.3,475.0
train/0062.jpg,Paper,500.8,705.0,447.7,528.2
train/0062.jpg,Paper,517.1,654.6,476.7,542.7
train/0062.jpg,Paper,542.8,690.8,503.6,575.5
train/0062.jpg,Paper,601.7,692.5,539.7,577.0
train/0062.jpg,Paper,604.8,667.0999999999999,558.5,594.8
train/0062.jpg,Paper,685.4,789.4,533.8,562.0
train/0062.jpg,Paper,653.9,737.9,553.9,584.6
train/0062.jpg,Paper,636.6,717.9,573.0,654.0
train/0062.jpg,Paper,649.1,847.9000000000001,519.9,655.0
train/0062.jpg,Paper,453.4,897.0,494.7,707.3
train/0062.jpg,Plastic bag,492.7,687.1,698.2,933.4000000000001
train/0062.jpg,Plastic,348.1,412.1,604.7,647.1
train/0062.jpg,General trash,394.2,517.5,640.5,707.5
train/0062.jpg,General trash,239.4,298.0,655.5,704.0
train/0062.jpg,General trash,273.3,491.0,642.0,705.0
train/0062.jpg,General trash,321.4,439.59999999999997,664.1,712.4
train/0062.jpg,General trash,174.7,477.8,692.1,843.0
train/0062.jpg,Paper,391.4,482.5,659.0,715.4
train/0062.jpg,Glass,168.0,401.0,697.4,755.6
train/0063.jpg,Paper pack,309.3,581.9000000000001,383.8,716.2
train/0063.jpg,Paper pack,312.3,781.0,217.6,558.5
train/0064.jpg,Metal,243.5,659.3,240.3,542.5
train/0065.jpg,General trash,130.1,200.0,651.1,724.4
train/0065.jpg,General trash,178.1,219.6,672.9,711.8
train/0065.jpg,Styrofoam,196.7,653.0,637.1,814.7
train/0065.jpg,Styrofoam,266.1,828.5,364.9,753.0999999999999
train/0065.jpg,Styrofoam,418.7,934.8,100.4,435.5
train/0065.jpg,General trash,374.5,750.5,582.0,684.2
train/0065.jpg,Plastic bag,120.3,429.3,0.0,394.9
train/0065.jpg,General trash,437.3,635.5,536.9,606.1999999999999
train/0065.jpg,Plastic bag,459.0,640.3,482.2,578.6
train/0065.jpg,Plastic bag,0.0,466.4,2.0,853.3
train/0065.jpg,General trash,439.4,647.4,697.3,743.6999999999999
train/0066.jpg,Paper,370.8,796.5,473.1,779.9000000000001
train/0067.jpg,Paper,38.1,502.6,440.9,853.0
train/0067.jpg,Plastic bag,811.2,1023.8000000000001,168.3,785.3
train/0067.jpg,Paper,631.4,747.0,155.4,247.2
train/0067.jpg,Plastic bag,510.0,899.8,99.2,814.4000000000001
train/0067.jpg,Paper,810.2,857.9000000000001,157.5,189.3
train/0068.jpg,General trash,325.4,402.9,186.2,231.39999999999998
train/0068.jpg,Plastic bag,264.8,329.8,213.1,244.79999999999998
train/0068.jpg,General trash,450.0,721.6,379.7,655.3
train/0069.jpg,Paper pack,241.8,712.7,228.6,886.5
train/0070.jpg,Plastic bag,0.0,115.5,631.6,999.3
train/0070.jpg,Plastic bag,5.8,96.2,628.6,721.6
train/0070.jpg,Paper,66.0,372.8,702.0,814.8
train/0070.jpg,Plastic bag,334.6,859.1,570.2,1015.2
train/0070.jpg,Metal,1.7,324.4,340.3,659.5
train/0070.jpg,Plastic bag,257.4,835.4,317.0,731.2
train/0070.jpg,Plastic,594.6,720.9,394.4,525.7
train/0070.jpg,Plastic,399.2,575.3,463.7,572.1
train/0070.jpg,Paper,409.7,508.6,559.7,593.2
train/0070.jpg,Paper,502.9,562.5,542.7,562.0
train/0070.jpg,General trash,349.5,607.2,473.1,747.6
train/0070.jpg,Plastic bag,122.9,647.1,186.2,432.79999999999995
train/0071.jpg,Metal,312.6,641.7,385.3,572.5
train/0071.jpg,General trash,17.3,258.7,390.1,546.3
train/0072.jpg,Paper pack,377.2,628.5,309.1,720.5
train/0072.jpg,Paper,749.0,914.6,0.0,1023.7
train/0073.jpg,Plastic bag,831.4,1023.7,165.5,530.7
train/0073.jpg,Plastic bag,219.7,711.8,312.3,856.4000000000001
train/0074.jpg,Plastic bag,728.4,1023.8,0.0,628.1
train/0074.jpg,Paper,619.2,762.2,114.5,370.8
train/0074.jpg,Paper,433.0,849.5,68.7,677.2
train/0074.jpg,Plastic bag,0.0,397.7,0.0,386.7
train/0074.jpg,Paper,55.6,711.1,221.1,896.7
train/0074.jpg,Plastic,379.2,577.0,464.9,581.4
train/0074.jpg,Plastic,679.6,721.5,889.6,1023.7
train/0075.jpg,Paper pack,380.3,755.8,384.0,761.9
train/0076.jpg,Plastic bag,172.2,904.5999999999999,236.7,749.0
train/0076.jpg,General trash,343.4,443.7,528.9,678.2
train/0077.jpg,Paper,381.3,707.7,640.8,967.4
train/0077.jpg,Paper,210.3,720.9000000000001,538.7,948.9000000000001
train/0077.jpg,Paper,259.0,684.7,400.3,735.5
train/0077.jpg,Paper,224.5,582.4,228.6,569.7
train/0077.jpg,Paper,243.8,547.9000000000001,177.8,454.90000000000003
train/0077.jpg,Paper,578.4,658.0,434.3,566.1
train/0077.jpg,Paper,568.2,638.0,449.0,558.0
train/0077.jpg,Paper,592.9,644.6999999999999,539.2,625.5
train/0078.jpg,Styrofoam,159.2,725.0,248.1,669.4
train/0078.jpg,Paper,518.8,1023.6999999999999,0.0,956.2
train/0079.jpg,General trash,70.4,999.9,132.8,905.4000000000001
train/0080.jpg,Plastic,164.7,575.7,241.4,712.1
train/0081.jpg,Plastic bag,334.5,654.8,354.2,798.8
train/0082.jpg,Plastic,234.3,1023.5999999999999,651.9,1023.7
train/0082.jpg,Plastic,506.2,990.4,734.2,920.9000000000001
train/0082.jpg,General trash,24.0,1023.6,183.4,833.3
train/0083.jpg,Plastic bag,614.6,873.0,390.3,638.4
train/0083.jpg,Styrofoam,287.8,652.5,526.0,775.4
train/0083.jpg,Styrofoam,331.2,607.9,540.4,667.6
train/0083.jpg,Plastic bag,99.6,786.7,203.9,573.7
train/0084.jpg,General trash,298.9,760.9,438.5,902.8
train/0085.jpg,Paper,627.8,965.6999999999999,301.7,687.2
train/0085.jpg,General trash,598.3,795.6999999999999,574.0,675.6
train/0085.jpg,Paper,376.6,785.7,529.0,792.6
train/0085.jpg,General trash,554.0,660.0,286.0,538.2
train/0085.jpg,General trash,441.9,572.9,253.0,549.1
train/0085.jpg,General trash,356.9,498.09999999999997,493.7,583.6
train/0085.jpg,Plastic,139.9,395.20000000000005,321.0,926.7
train/0085.jpg,General trash,848.9,935.9,765.5,812.2
train/0086.jpg,Paper,473.8,734.8,356.0,670.2
train/0087.jpg,Plastic,320.7,606.2,299.9,779.4
train/0088.jpg,Paper,794.9,1023.7,357.9,604.4
train/0088.jpg,Plastic bag,716.7,852.3000000000001,533.3,691.8
train/0088.jpg,Plastic bag,673.0,825.1,360.0,567.2
train/0088.jpg,Plastic bag,603.4,730.1,486.9,701.5999999999999
train/0088.jpg,Styrofoam,419.3,631.6,607.8,785.5999999999999
train/0088.jpg,Plastic bag,595.3,697.9,362.7,517.1
train/0088.jpg,Paper,435.6,613.6,463.9,685.4
train/0088.jpg,Paper,428.4,629.3,277.3,546.8
train/0088.jpg,Paper,464.5,608.0,317.0,373.6
train/0088.jpg,Paper,461.7,594.5,208.6,343.0
train/0088.jpg,Paper,116.1,461.79999999999995,112.4,506.6
train/0088.jpg,General trash,311.6,530.8,645.8,941.0999999999999
train/0088.jpg,Plastic bag,0.0,137.1,695.9,1023.7
train/0088.jpg,Paper,40.4,336.0,509.0,960.0
train/0088.jpg,Paper,0.0,320.8,357.2,606.1
train/0088.jpg,Paper,142.2,233.6,410.1,457.20000000000005
train/0089.jpg,Paper,39.1,538.7,162.9,790.6999999999999
train/0089.jpg,Paper,173.0,394.5,354.9,673.9
train/0089.jpg,Paper,455.1,994.5,221.1,867.5
train/0089.jpg,General trash,455.9,994.8,192.0,837.4
train/0089.jpg,General trash,451.3,693.8,513.4,839.2
train/0090.jpg,Metal,169.1,717.9,249.9,979.3
train/0091.jpg,Plastic,700.5,991.1,534.9,812.5
train/0091.jpg,Plastic,62.4,654.6,123.9,862.6
train/0092.jpg,Battery,220.7,730.5999999999999,394.3,516.4
train/0092.jpg,Battery,226.5,751.2,578.3,697.3
train/0093.jpg,Plastic,268.2,822.9000000000001,225.0,732.4
train/0093.jpg,General trash,298.3,368.4,739.8,939.6999999999999
train/0093.jpg,Plastic,229.6,726.4,608.8,816.3
train/0094.jpg,Plastic bag,284.2,807.5999999999999,407.4,820.9
train/0095.jpg,Paper,0.0,841.1,142.7,1023.7
train/0096.jpg,Paper,182.3,1023.7,600.7,1023.6
train/0096.jpg,Paper,309.8,776.6,444.3,760.9000000000001
train/0096.jpg,Paper,328.4,898.1,313.2,737.2
train/0096.jpg,Paper,333.5,893.0,329.5,708.1
train/0096.jpg,Paper,342.6,770.3,371.1,666.4000000000001
train/0096.jpg,Paper,358.9,893.0,274.3,581.1
train/0096.jpg,Paper,358.6,846.0,198.4,452.0
train/0097.jpg,Plastic bag,94.5,224.0,466.3,707.4
